Year	Vote from	Vote to	Point	Jury	Public
2007	Switzerland	Germany	7		
2007	Switzerland	Greek	4		
2007	Switzerland	Hungary	3		
2007	Switzerland	North Macedonia	6		
2007	Switzerland	Serbia	12		
2007	Switzerland	Spain	5		
2007	Switzerland	Turkey	10		
2007	Switzerland	Ukrania	2		
2007	Turkey	Armenia	12		
2007	Turkey	Bosnia & Herzegovina	10		
2007	Turkey	Bulgaria	6		
2007	Turkey	Georgia	5		
2007	Turkey	Greek	4		
2007	Turkey	Moldova	7		
2007	Turkey	North Macedonia	1		
2007	Turkey	Romania	2		
2007	Turkey	Russia	8		
2007	Turkey	Ukrania	3		
2007	Ukrania	Armenia	5		
2007	Ukrania	Belarus	12		
2007	Ukrania	Bulgaria	3		
2007	Ukrania	Georgia	8		
2007	Ukrania	Moldova	7		
2007	Ukrania	Romania	2		
2007	Ukrania	Russia	10		
2007	Ukrania	Serbia	6		
2007	Ukrania	Slovenia	4		
2007	Ukrania	Turkey	1		
2008	Albania	Armenia	2		
2008	Albania	Greek	12		
2008	Albania	Israel	4		
2008	Albania	Norway	7		
2008	Albania	Russia	6		
2008	Albania	Serbia	5		
2008	Albania	Spain	1		
2008	Albania	Sweden	3		
2008	Albania	Turkey	10		
2008	Albania	Ukrania	8		
2008	Andorra	Azerbaijan	7		
2008	Andorra	Finnland	4		
2008	Andorra	France	3		
2008	Andorra	Greek	8		
2008	Andorra	Latvia	2		
2008	Andorra	Norway	1		
2008	Andorra	Portugal	10		
2008	Andorra	Russia	5		
2008	Andorra	Spain	12		
2008	Andorra	Ukrania	6		
2008	Armenia	Croatia	2		
2008	Armenia	France	4		
2008	Armenia	Georgia	10		
2008	Armenia	Greek	8		
2008	Armenia	Israel	6		
2008	Armenia	Norway	7		
2008	Armenia	Russia	12		
2008	Armenia	Serbia	3		
2008	Armenia	Spain	1		
2008	Armenia	Ukrania	5		
2008	Azerbaijan	Albania	1		
2008	Azerbaijan	Bosnia & Herzegovina	3		
2008	Azerbaijan	Georgia	4		
2008	Azerbaijan	Greek	6		
2008	Azerbaijan	Israel	7		
2008	Azerbaijan	Norway	5		
2008	Azerbaijan	Russia	8		
2008	Azerbaijan	Serbia	2		
2008	Azerbaijan	Turkey	12		
2008	Azerbaijan	Ukrania	10		
2008	Belarus	Armenia	7		
2008	Belarus	Azerbaijan	8		
2008	Belarus	Georgia	6		
2008	Belarus	Greek	2		
2008	Belarus	Israel	4		
2008	Belarus	Norway	5		
2008	Belarus	Russia	12		
2008	Belarus	Serbia	1		
2008	Belarus	Turkey	3		
2008	Belarus	Ukrania	10		
2008	Belgium	Armenia	12		
2008	Belgium	Azerbaijan	7		
2008	Belgium	Greek	8		
2008	Belgium	Israel	5		
2008	Belgium	Norway	2		
2008	Belgium	Portugal	6		
2008	Belgium	Russia	3		
2008	Belgium	Spain	4		
2008	Belgium	Turkey	10		
2008	Belgium	Ukrania	1		
2008	Bosnia & Herzegovina	Albania	1		
2008	Bosnia & Herzegovina	Armenia	6		
2008	Bosnia & Herzegovina	Croatia	10		
2008	Bosnia & Herzegovina	Greek	7		
2008	Bosnia & Herzegovina	Israel	5		
2008	Bosnia & Herzegovina	Norway	2		
2008	Bosnia & Herzegovina	Russia	4		
2008	Bosnia & Herzegovina	Serbia	12		
2008	Bosnia & Herzegovina	Turkey	8		
2008	Bosnia & Herzegovina	Ukrania	3		
2008	Bulgaria	Armenia	8		
2008	Bulgaria	Azerbaijan	3		
2008	Bulgaria	Germany	12		
2008	Bulgaria	Greek	10		
2008	Bulgaria	Israel	2		
2008	Bulgaria	Norway	1		
2008	Bulgaria	Russia	6		
2008	Bulgaria	Serbia	4		
2008	Bulgaria	Turkey	5		
2008	Bulgaria	Ukrania	7		
2008	Croatia	Albania	8		
2008	Croatia	Bosnia & Herzegovina	12		
2008	Croatia	Greek	5		
2008	Croatia	Israel	2		
2008	Croatia	Latvia	4		
2008	Croatia	Norway	1		
2008	Croatia	Portugal	3		
2008	Croatia	Russia	6		
2008	Croatia	Serbia	10		
2008	Croatia	Ukrania	7		
2008	Cyprus	Armenia	10		
2008	Cyprus	Georgia	7		
2008	Cyprus	Greek	12		
2008	Cyprus	Israel	2		
2008	Cyprus	Romania	3		
2008	Cyprus	Russia	8		
2008	Cyprus	Serbia	5		
2008	Cyprus	Spain	4		
2008	Cyprus	Sweden	1		
2008	Cyprus	Ukrania	6		
2008	Czech Republic	Armenia	12		
2008	Czech Republic	Azerbaijan	10		
2008	Czech Republic	Bosnia & Herzegovina	1		
2008	Czech Republic	Denmark	2		
2008	Czech Republic	Georgia	4		
2008	Czech Republic	Greek	5		
2008	Czech Republic	Latvia	3		
2008	Czech Republic	Russia	7		
2008	Czech Republic	Serbia	6		
2008	Czech Republic	Ukrania	8		
2008	Denmark	Bosnia & Herzegovina	2		
2008	Denmark	France	5		
2008	Denmark	Greek	3		
2008	Denmark	Iceland	12		
2008	Denmark	Latvia	6		
2008	Denmark	Norway	10		
2008	Denmark	Spain	1		
2008	Denmark	Sweden	8		
2008	Denmark	Turkey	4		
2008	Denmark	Ukrania	7		
2008	Estonia	Denmark	3		
2008	Estonia	Finnland	10		
2008	Estonia	France	6		
2008	Estonia	Georgia	5		
2008	Estonia	Greek	1		
2008	Estonia	Latvia	7		
2008	Estonia	Norway	8		
2008	Estonia	Russia	12		
2008	Estonia	Sweden	2		
2008	Estonia	Ukrania	4		
2008	Finnland	Bosnia & Herzegovina	6		
2008	Finnland	France	2		
2008	Finnland	Iceland	7		
2008	Finnland	Israel	8		
2008	Finnland	Norway	12		
2008	Finnland	Russia	10		
2008	Finnland	Spain	1		
2008	Finnland	Sweden	5		
2008	Finnland	Turkey	4		
2008	Finnland	Ukrania	3		
2008	France	Armenia	12		
2008	France	Bosnia & Herzegovina	2		
2008	France	Greek	3		
2008	France	Israel	6		
2008	France	Portugal	8		
2008	France	Romania	4		
2008	France	Russia	1		
2008	France	Serbia	7		
2008	France	Spain	5		
2008	France	Turkey	10		
2008	Georgia	Armenia	12		
2008	Georgia	Azerbaijan	7		
2008	Georgia	Croatia	1		
2008	Georgia	Greek	4		
2008	Georgia	Israel	3		
2008	Georgia	Latvia	2		
2008	Georgia	Norway	5		
2008	Georgia	Russia	8		
2008	Georgia	Turkey	6		
2008	Georgia	Ukrania	10		
2008	Germany	Armenia	6		
2008	Germany	Azerbaijan	1		
2008	Germany	Bosnia & Herzegovina	5		
2008	Germany	Croatia	2		
2008	Germany	Greek	12		
2008	Germany	Israel	3		
2008	Germany	Portugal	4		
2008	Germany	Russia	7		
2008	Germany	Serbia	8		
2008	Germany	Turkey	10		
2008	Great Britain	Denmark	3		
2008	Great Britain	France	2		
2008	Great Britain	Greek	12		
2008	Great Britain	Iceland	6		
2008	Great Britain	Latvia	10		
2008	Great Britain	Norway	7		
2008	Great Britain	Poland	4		
2008	Great Britain	Spain	1		
2008	Great Britain	Turkey	8		
2008	Great Britain	Ukrania	5		
2008	Greek	Albania	10		
2008	Greek	Armenia	12		
2008	Greek	Azerbaijan	3		
2008	Greek	Georgia	4		
2008	Greek	Israel	1		
2008	Greek	Norway	2		
2008	Greek	Russia	7		
2008	Greek	Serbia	5		
2008	Greek	Spain	8		
2008	Greek	Ukrania	6		
2008	Hungary	Azerbaijan	12		
2008	Hungary	Denmark	2		
2008	Hungary	Greek	8		
2008	Hungary	Israel	3		
2008	Hungary	Norway	4		
2008	Hungary	Russia	10		
2008	Hungary	Serbia	7		
2008	Hungary	Sweden	1		
2008	Hungary	Turkey	5		
2008	Hungary	Ukrania	6		
2008	Iceland	Armenia	1		
2008	Iceland	Denmark	12		
2008	Iceland	Finnland	7		
2008	Iceland	France	8		
2008	Iceland	Latvia	4		
2008	Iceland	Norway	10		
2008	Iceland	Portugal	6		
2008	Iceland	Serbia	2		
2008	Iceland	Sweden	3		
2008	Iceland	Ukrania	5		
2008	Ireland	Bosnia & Herzegovina	2		
2008	Ireland	Denmark	1		
2008	Ireland	Great Britain	8		
2008	Ireland	Greek	4		
2008	Ireland	Latvia	12		
2008	Ireland	Norway	7		
2008	Ireland	Poland	10		
2008	Ireland	Romania	3		
2008	Ireland	Russia	5		
2008	Ireland	Ukrania	6		
2008	Israel	Armenia	8		
2008	Israel	Azerbaijan	3		
2008	Israel	Georgia	2		
2008	Israel	Greek	5		
2008	Israel	Iceland	4		
2008	Israel	Norway	7		
2008	Israel	Romania	6		
2008	Israel	Russia	12		
2008	Israel	Sweden	1		
2008	Israel	Ukrania	10		
2008	Latvia	Azerbaijan	4		
2008	Latvia	Croatia	5		
2008	Latvia	Denmark	7		
2008	Latvia	Finnland	1		
2008	Latvia	France	3		
2008	Latvia	Georgia	8		
2008	Latvia	Iceland	2		
2008	Latvia	Norway	6		
2008	Latvia	Russia	12		
2008	Latvia	Ukrania	10		
2008	Lithuania	Azerbaijan	7		
2008	Lithuania	Denmark	2		
2008	Lithuania	France	8		
2008	Lithuania	Georgia	5		
2008	Lithuania	Israel	3		
2008	Lithuania	Latvia	10		
2008	Lithuania	Norway	4		
2008	Lithuania	Russia	12		
2008	Lithuania	Sweden	1		
2008	Lithuania	Ukrania	6		
2008	Malta	Denmark	4		
2008	Malta	Georgia	5		
2008	Malta	Greek	2		
2008	Malta	Iceland	6		
2008	Malta	Latvia	7		
2008	Malta	Norway	3		
2008	Malta	Russia	8		
2008	Malta	Serbia	1		
2008	Malta	Sweden	12		
2008	Malta	Ukrania	10		
2008	Moldova	Armenia	2		
2008	Moldova	Azerbaijan	8		
2008	Moldova	Georgia	3		
2008	Moldova	Greek	4		
2008	Moldova	Israel	6		
2008	Moldova	Norway	5		
2008	Moldova	Romania	12		
2008	Moldova	Russia	10		
2008	Moldova	Serbia	1		
2008	Moldova	Ukrania	7		
2008	Montenegro	Albania	7		
2008	Montenegro	Armenia	1		
2008	Montenegro	Bosnia & Herzegovina	10		
2008	Montenegro	Croatia	2		
2008	Montenegro	Greek	6		
2008	Montenegro	Israel	5		
2008	Montenegro	Latvia	3		
2008	Montenegro	Russia	8		
2008	Montenegro	Serbia	12		
2008	Montenegro	Ukrania	4		
2008	Netherlands	Armenia	12		
2008	Netherlands	Azerbaijan	2		
2008	Netherlands	Bosnia & Herzegovina	7		
2008	Netherlands	Greek	6		
2008	Netherlands	Israel	3		
2008	Netherlands	Norway	4		
2008	Netherlands	Portugal	5		
2008	Netherlands	Russia	1		
2008	Netherlands	Serbia	8		
2008	Netherlands	Turkey	10		
2008	North Macedonia	Albania	12		
2008	North Macedonia	Armenia	1		
2008	North Macedonia	Azerbaijan	8		
2008	North Macedonia	Bosnia & Herzegovina	5		
2008	North Macedonia	Croatia	2		
2008	North Macedonia	Greek	3		
2008	North Macedonia	Russia	6		
2008	North Macedonia	Serbia	10		
2008	North Macedonia	Turkey	7		
2008	North Macedonia	Ukrania	4		
2008	Norway	Bosnia & Herzegovina	10		
2008	Norway	Denmark	12		
2008	Norway	Finnland	4		
2008	Norway	France	1		
2008	Norway	Iceland	8		
2008	Norway	Israel	3		
2008	Norway	Russia	5		
2008	Norway	Serbia	6		
2008	Norway	Sweden	7		
2008	Norway	Turkey	2		
2008	Poland	Armenia	12		
2008	Poland	Azerbaijan	7		
2008	Poland	Finnland	2		
2008	Poland	France	1		
2008	Poland	Greek	3		
2008	Poland	Israel	5		
2008	Poland	Norway	8		
2008	Poland	Russia	6		
2008	Poland	Serbia	4		
2008	Poland	Ukrania	10		
2008	Portugal	Croatia	3		
2008	Portugal	Denmark	5		
2008	Portugal	Georgia	1		
2008	Portugal	Iceland	7		
2008	Portugal	Latvia	8		
2008	Portugal	Norway	2		
2008	Portugal	Romania	4		
2008	Portugal	Russia	6		
2008	Portugal	Spain	10		
2008	Portugal	Ukrania	12		
2008	Romania	Armenia	4		
2008	Romania	Azerbaijan	2		
2008	Romania	Croatia	1		
2008	Romania	Greek	12		
2008	Romania	Israel	6		
2008	Romania	Norway	5		
2008	Romania	Russia	10		
2008	Romania	Serbia	7		
2008	Romania	Turkey	8		
2008	Romania	Ukrania	3		
2008	Russia	Armenia	12		
2008	Russia	Azerbaijan	10		
2008	Russia	Croatia	1		
2008	Russia	Georgia	7		
2008	Russia	Greek	3		
2008	Russia	Israel	6		
2008	Russia	Norway	5		
2008	Russia	Serbia	4		
2008	Russia	Turkey	2		
2008	Russia	Ukrania	8		
2008	San Marino	Albania	3		
2008	San Marino	Armenia	8		
2008	San Marino	Denmark	2		
2008	San Marino	Great Britain	6		
2008	San Marino	Greek	12		
2008	San Marino	Israel	10		
2008	San Marino	Norway	7		
2008	San Marino	Portugal	5		
2008	San Marino	Romania	1		
2008	San Marino	Turkey	4		
2008	Serbia	Armenia	5		
2008	Serbia	Bosnia & Herzegovina	12		
2008	Serbia	Croatia	3		
2008	Serbia	Greek	8		
2008	Serbia	Israel	7		
2008	Serbia	Norway	4		
2008	Serbia	Portugal	1		
2008	Serbia	Russia	10		
2008	Serbia	Sweden	2		
2008	Serbia	Ukrania	6		
2008	Slovenia	Albania	4		
2008	Slovenia	Armenia	5		
2008	Slovenia	Azerbaijan	1		
2008	Slovenia	Bosnia & Herzegovina	10		
2008	Slovenia	Croatia	8		
2008	Slovenia	Greek	6		
2008	Slovenia	Israel	3		
2008	Slovenia	Russia	7		
2008	Slovenia	Serbia	12		
2008	Slovenia	Ukrania	2		
2008	Spain	Armenia	10		
2008	Spain	Greek	3		
2008	Spain	Iceland	4		
2008	Spain	Latvia	2		
2008	Spain	Norway	6		
2008	Spain	Portugal	8		
2008	Spain	Romania	12		
2008	Spain	Russia	5		
2008	Spain	Sweden	1		
2008	Spain	Ukrania	7		
2008	Sweden	Armenia	2		
2008	Sweden	Bosnia & Herzegovina	10		
2008	Sweden	Denmark	5		
2008	Sweden	Finnland	7		
2008	Sweden	France	4		
2008	Sweden	Greek	1		
2008	Sweden	Iceland	8		
2008	Sweden	Latvia	3		
2008	Sweden	Norway	12		
2008	Sweden	Serbia	6		
2008	Switzerland	Albania	8		
2008	Switzerland	Bosnia & Herzegovina	7		
2008	Switzerland	Croatia	3		
2008	Switzerland	Germany	2		
2008	Switzerland	Greek	5		
2008	Switzerland	Israel	1		
2008	Switzerland	Portugal	10		
2008	Switzerland	Serbia	12		
2008	Switzerland	Spain	4		
2008	Switzerland	Turkey	6		
2008	Turkey	Albania	1		
2008	Turkey	Armenia	10		
2008	Turkey	Azerbaijan	12		
2008	Turkey	Bosnia & Herzegovina	6		
2008	Turkey	Georgia	4		
2008	Turkey	Greek	7		
2008	Turkey	Norway	2		
2008	Turkey	Russia	5		
2008	Turkey	Spain	3		
2008	Turkey	Ukrania	8		
2008	Ukrania	Armenia	7		
2008	Ukrania	Azerbaijan	10		
2008	Ukrania	Croatia	1		
2008	Ukrania	Georgia	8		
2008	Ukrania	Greek	2		
2008	Ukrania	Israel	5		
2008	Ukrania	Norway	6		
2008	Ukrania	Portugal	3		
2008	Ukrania	Russia	12		
2008	Ukrania	Turkey	4		
2009	Albania	Azerbaijan	4		
2009	Albania	Bosnia & Herzegovina	5		
2009	Albania	France	2		
2009	Albania	Germany	3		
2009	Albania	Great Britain	8		
2009	Albania	Greek	12		
2009	Albania	Iceland	6		
2009	Albania	Norway	7		
2009	Albania	Sweden	1		
2009	Albania	Turkey	10		
2009	Andorra	Denmark	5		
2009	Andorra	France	3		
2009	Andorra	Great Britain	4		
2009	Andorra	Iceland	8		
2009	Andorra	Israel	7		
2009	Andorra	Malta	1		
2009	Andorra	Norway	10		
2009	Andorra	Portugal	6		
2009	Andorra	Spain	12		
2009	Andorra	Sweden	2		
2009	Armenia	Azerbaijan	1		
2009	Armenia	France	6		
2009	Armenia	Great Britain	7		
2009	Armenia	Greek	10		
2009	Armenia	Iceland	5		
2009	Armenia	Moldova	2		
2009	Armenia	Norway	8		
2009	Armenia	Russia	12		
2009	Armenia	Turkey	4		
2009	Armenia	Ukrania	3		
2009	Azerbaijan	Bosnia & Herzegovina	2		
2009	Azerbaijan	Croatia	5		
2009	Azerbaijan	Estonia	4		
2009	Azerbaijan	Lithuania	1		
2009	Azerbaijan	Moldova	7		
2009	Azerbaijan	Norway	8		
2009	Azerbaijan	Romania	3		
2009	Azerbaijan	Russia	6		
2009	Azerbaijan	Turkey	12		
2009	Azerbaijan	Ukrania	10		
2009	Belarus	Armenia	1		
2009	Belarus	Azerbaijan	10		
2009	Belarus	Estonia	4		
2009	Belarus	France	7		
2009	Belarus	Great Britain	3		
2009	Belarus	Greek	5		
2009	Belarus	Iceland	2		
2009	Belarus	Norway	12		
2009	Belarus	Russia	8		
2009	Belarus	Ukrania	6		
2009	Belgium	Armenia	7		
2009	Belgium	Azerbaijan	3		
2009	Belgium	France	1		
2009	Belgium	Germany	2		
2009	Belgium	Greek	5		
2009	Belgium	Israel	8		
2009	Belgium	Moldova	4		
2009	Belgium	Norway	10		
2009	Belgium	Portugal	6		
2009	Belgium	Turkey	12		
2009	Bosnia & Herzegovina	Azerbaijan	3		
2009	Bosnia & Herzegovina	Croatia	12		
2009	Bosnia & Herzegovina	France	6		
2009	Bosnia & Herzegovina	Germany	2		
2009	Bosnia & Herzegovina	Great Britain	4		
2009	Bosnia & Herzegovina	Greek	5		
2009	Bosnia & Herzegovina	Israel	8		
2009	Bosnia & Herzegovina	Norway	10		
2009	Bosnia & Herzegovina	Portugal	1		
2009	Bosnia & Herzegovina	Turkey	7		
2009	Bulgaria	Armenia	6		
2009	Bulgaria	Azerbaijan	8		
2009	Bulgaria	Bosnia & Herzegovina	4		
2009	Bulgaria	Finnland	3		
2009	Bulgaria	Great Britain	7		
2009	Bulgaria	Greek	12		
2009	Bulgaria	Iceland	5		
2009	Bulgaria	Lithuania	1		
2009	Bulgaria	Norway	2		
2009	Bulgaria	Turkey	10		
2009	Croatia	Albania	5		
2009	Croatia	Azerbaijan	10		
2009	Croatia	Bosnia & Herzegovina	12		
2009	Croatia	Estonia	6		
2009	Croatia	Great Britain	4		
2009	Croatia	Greek	7		
2009	Croatia	Iceland	2		
2009	Croatia	Moldova	3		
2009	Croatia	Norway	8		
2009	Croatia	Turkey	1		
2009	Cyprus	Armenia	4		
2009	Cyprus	Azerbaijan	8		
2009	Cyprus	Denmark	6		
2009	Cyprus	Estonia	3		
2009	Cyprus	Great Britain	7		
2009	Cyprus	Greek	12		
2009	Cyprus	Iceland	5		
2009	Cyprus	Norway	10		
2009	Cyprus	Romania	2		
2009	Cyprus	Russia	1		
2009	Czech Republic	Armenia	12		
2009	Czech Republic	Azerbaijan	10		
2009	Czech Republic	Great Britain	6		
2009	Czech Republic	Iceland	2		
2009	Czech Republic	Israel	4		
2009	Czech Republic	Norway	3		
2009	Czech Republic	Portugal	7		
2009	Czech Republic	Russia	8		
2009	Czech Republic	Turkey	1		
2009	Czech Republic	Ukrania	5		
2009	Denmark	Azerbaijan	8		
2009	Denmark	Estonia	5		
2009	Denmark	France	2		
2009	Denmark	Germany	7		
2009	Denmark	Great Britain	3		
2009	Denmark	Iceland	10		
2009	Denmark	Lithuania	1		
2009	Denmark	Norway	12		
2009	Denmark	Sweden	4		
2009	Denmark	Turkey	6		
2009	Estonia	Albania	1		
2009	Estonia	Azerbaijan	7		
2009	Estonia	Finnland	4		
2009	Estonia	Iceland	8		
2009	Estonia	Israel	5		
2009	Estonia	Lithuania	2		
2009	Estonia	Norway	12		
2009	Estonia	Portugal	3		
2009	Estonia	Russia	10		
2009	Estonia	Sweden	6		
2009	Finnland	Armenia	1		
2009	Finnland	Azerbaijan	2		
2009	Finnland	Bosnia & Herzegovina	6		
2009	Finnland	Estonia	12		
2009	Finnland	France	4		
2009	Finnland	Iceland	10		
2009	Finnland	Malta	3		
2009	Finnland	Norway	8		
2009	Finnland	Sweden	7		
2009	Finnland	Turkey	5		
2009	France	Armenia	6		
2009	France	Azerbaijan	1		
2009	France	Denmark	5		
2009	France	Germany	3		
2009	France	Great Britain	4		
2009	France	Israel	10		
2009	France	Norway	8		
2009	France	Portugal	7		
2009	France	Sweden	2		
2009	France	Turkey	12		
2009	Germany	Bosnia & Herzegovina	2		
2009	Germany	Estonia	1		
2009	Germany	France	3		
2009	Germany	Great Britain	8		
2009	Germany	Greek	6		
2009	Germany	Iceland	7		
2009	Germany	Malta	4		
2009	Germany	Norway	12		
2009	Germany	Russia	5		
2009	Germany	Turkey	10		
2009	Great Britain	Azerbaijan	3		
2009	Great Britain	France	1		
2009	Great Britain	Germany	7		
2009	Great Britain	Greek	5		
2009	Great Britain	Iceland	8		
2009	Great Britain	Lithuania	4		
2009	Great Britain	Malta	6		
2009	Great Britain	Norway	10		
2009	Great Britain	Turkey	12		
2009	Great Britain	Ukrania	2		
2009	Greek	Albania	7		
2009	Greek	Azerbaijan	8		
2009	Greek	Croatia	2		
2009	Greek	Estonia	5		
2009	Greek	France	6		
2009	Greek	Great Britain	12		
2009	Greek	Iceland	4		
2009	Greek	Norway	10		
2009	Greek	Spain	1		
2009	Greek	Turkey	3		
2009	Hungary	Albania	2		
2009	Hungary	Azerbaijan	10		
2009	Hungary	Denmark	3		
2009	Hungary	Estonia	6		
2009	Hungary	Great Britain	1		
2009	Hungary	Greek	4		
2009	Hungary	Iceland	7		
2009	Hungary	Norway	12		
2009	Hungary	Turkey	5		
2009	Hungary	Ukrania	8		
2009	Iceland	Armenia	5		
2009	Iceland	Bosnia & Herzegovina	2		
2009	Iceland	Croatia	1		
2009	Iceland	Denmark	4		
2009	Iceland	Estonia	10		
2009	Iceland	Finnland	8		
2009	Iceland	France	6		
2009	Iceland	Norway	12		
2009	Iceland	Portugal	7		
2009	Iceland	Sweden	3		
2009	Ireland	Denmark	4		
2009	Ireland	Estonia	6		
2009	Ireland	France	3		
2009	Ireland	Germany	1		
2009	Ireland	Great Britain	10		
2009	Ireland	Iceland	12		
2009	Ireland	Lithuania	7		
2009	Ireland	Malta	5		
2009	Ireland	Norway	8		
2009	Ireland	Romania	2		
2009	Israel	Armenia	8		
2009	Israel	Azerbaijan	6		
2009	Israel	France	5		
2009	Israel	Great Britain	4		
2009	Israel	Iceland	10		
2009	Israel	Moldova	1		
2009	Israel	Norway	12		
2009	Israel	Russia	7		
2009	Israel	Turkey	3		
2009	Israel	Ukrania	2		
2009	Latvia	Azerbaijan	4		
2009	Latvia	Denmark	3		
2009	Latvia	Estonia	10		
2009	Latvia	France	5		
2009	Latvia	Great Britain	2		
2009	Latvia	Iceland	8		
2009	Latvia	Lithuania	7		
2009	Latvia	Malta	1		
2009	Latvia	Norway	12		
2009	Latvia	Russia	6		
2009	Lithuania	Azerbaijan	5		
2009	Lithuania	Denmark	2		
2009	Lithuania	Estonia	10		
2009	Lithuania	France	6		
2009	Lithuania	Great Britain	3		
2009	Lithuania	Iceland	8		
2009	Lithuania	Malta	1		
2009	Lithuania	Norway	12		
2009	Lithuania	Russia	7		
2009	Lithuania	Ukrania	4		
2009	Malta	Azerbaijan	1		
2009	Malta	Denmark	6		
2009	Malta	Finnland	3		
2009	Malta	Great Britain	10		
2009	Malta	Greek	7		
2009	Malta	Iceland	12		
2009	Malta	Norway	8		
2009	Malta	Sweden	4		
2009	Malta	Turkey	5		
2009	Malta	Ukrania	2		
2009	Moldova	Azerbaijan	10		
2009	Moldova	Croatia	2		
2009	Moldova	Denmark	5		
2009	Moldova	Estonia	7		
2009	Moldova	Great Britain	1		
2009	Moldova	Iceland	3		
2009	Moldova	Norway	8		
2009	Moldova	Romania	12		
2009	Moldova	Russia	6		
2009	Moldova	Ukrania	4		
2009	Montenegro	Albania	7		
2009	Montenegro	Azerbaijan	6		
2009	Montenegro	Bosnia & Herzegovina	12		
2009	Montenegro	Croatia	8		
2009	Montenegro	France	1		
2009	Montenegro	Greek	2		
2009	Montenegro	Iceland	5		
2009	Montenegro	Israel	4		
2009	Montenegro	Norway	10		
2009	Montenegro	Turkey	3		
2009	Netherlands	Armenia	5		
2009	Netherlands	Azerbaijan	10		
2009	Netherlands	Bosnia & Herzegovina	4		
2009	Netherlands	France	6		
2009	Netherlands	Germany	2		
2009	Netherlands	Great Britain	3		
2009	Netherlands	Greek	1		
2009	Netherlands	Iceland	7		
2009	Netherlands	Norway	12		
2009	Netherlands	Turkey	8		
2009	North Macedonia	Albania	7		
2009	North Macedonia	Armenia	1		
2009	North Macedonia	Azerbaijan	3		
2009	North Macedonia	Bosnia & Herzegovina	10		
2009	North Macedonia	Croatia	4		
2009	North Macedonia	Great Britain	6		
2009	North Macedonia	Iceland	2		
2009	North Macedonia	Norway	8		
2009	North Macedonia	Romania	5		
2009	North Macedonia	Turkey	12		
2009	Norway	Azerbaijan	10		
2009	Norway	Denmark	8		
2009	Norway	France	1		
2009	Norway	Germany	6		
2009	Norway	Great Britain	2		
2009	Norway	Iceland	12		
2009	Norway	Moldova	3		
2009	Norway	Sweden	4		
2009	Norway	Turkey	7		
2009	Norway	Ukrania	5		
2009	Poland	Armenia	2		
2009	Poland	Azerbaijan	6		
2009	Poland	Denmark	7		
2009	Poland	Estonia	8		
2009	Poland	Great Britain	4		
2009	Poland	Iceland	1		
2009	Poland	Moldova	5		
2009	Poland	Norway	12		
2009	Poland	Russia	3		
2009	Poland	Ukrania	10		
2009	Portugal	Armenia	4		
2009	Portugal	Germany	1		
2009	Portugal	Great Britain	10		
2009	Portugal	Iceland	8		
2009	Portugal	Moldova	12		
2009	Portugal	Norway	5		
2009	Portugal	Romania	2		
2009	Portugal	Spain	7		
2009	Portugal	Turkey	3		
2009	Portugal	Ukrania	6		
2009	Romania	Armenia	7		
2009	Romania	Azerbaijan	4		
2009	Romania	Denmark	2		
2009	Romania	Estonia	1		
2009	Romania	Greek	8		
